598 513
(442,423) 6 6 5 6 5 6 5 6 5 6 5 5 5 5 5 5 5 4 5 5 4 4 5 4 4 5 4 4 5 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 4 4 3 3 2 2
(442,423) 4 4 4 5 4 4 5 4 4 5 4 4 5 4 4 4 4 4 4 4 3 4 4 4 4
(445,398) 6 5 6 5 5 5 5 5 5 5 4 5 4 5 4 4 4 5 4 4 4 4 4 4 4 4 4
(451,176) 7 0 0 0 0 7 0 0 0 7 0 7 0 7 7 0 7 7 7 7 7 7 7 6 7 7 6 7 6 7 6 7 6 7 6 6 6 7 6 6 7 6 6 6 6 7 6 6 6 7 6 6 7 5 4 4 4 4 4 4 4 4 4 4 5 4 4 4 4 4 4 4 4 5 4 4 4 3 4 4 4 4 4 4 4 3 4 4 4 3 4 3 4 3 3 3 4
(452,467) 3 4 5 5 5 5 5 6 5 5 6 6 5 6 6 5 6 6 7 0
(452,467) 6 6 6 6 5 6 5 5 6 6 5 5 5 6 5 4 5
(455,9) 7 0 7 7 6 6 6 6 6 6 5 6 6 6 5 5 4
(455,9) 4 4 5 6 5 6 7 6 6 6 6 6 7 6 6 7 7
(455,297) 6 7 7 7 7 7 7 6 7 7 7 7 7 7 6 7 7 7 7 6 7 6 7 6 7 6 6 7 6 7 6 6 6 7 6 6 6 6 6 6 6 5 4 5 5 4 5 4 4 4 3 4 4 3 4 3 4 4
(458,373) 4 4 3 4 4 4 5 6 6 6 7 6 6 7 6 7 7 6 6 7 7 7 7 7 7 7 7 7 7 7 0 7 7 0 7 0 0 7 0 7 0 0 7 0 0 7 0 0 0 7 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 2
(463,104) 6 5 4 4 5 4 4 5 5 5 5 5 5 5 5 6 5 5 6 5 6 6 5 6 6 6 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 6 6 6 6 6 7 6 6 6 6 6 6 6 6 6 7 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 0 1 0 1 1 0 1 1 0 1 1 1 1 1 2 2 1 1 0
(470,9) 6 7 6 7 6 7 7 6 7 6 7 6 7 7 7 7 7 7 7 7 7 7 7 0 7 7 7 7 0 7 7 0 7 0 7 7 0 7 0 7 7 0 7 0 7 0 7 0 7 0 7 0 0 7 0 0 7 0 0 7 0 7 0 0 7 0 0 7 0 0 7 0 0 7 0 7 7 6 6 7 6 6 6 6 6 7 6 6 6 6 6 6 6 6 6 7 6 6 6 6 7 6 6 7 6 6 6 7 6 6 7 6 6 6 6 6 6 6 6 5 6 6 6 6 6 6 6 7
(488,37) 6 7 6 7 7 7 7 7 7 7 7 0 7 7 7 0 7 0 7 0 7 0
(488,37) 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 7 7 7 7 7 6 7 7 6
(490,166) 6 6 7 6 6 6 7 6 6 6 6 6 6 6 6 6 6 6 5 6 6 6 6 6 5 6 6 5 6 5 6 5 6 6 5 6 5 6 6 5 6 6 6 6 5 3 3 3 3 4 3 4 3 4 3 4
(492,64) 6
(492,64) 4 4 4 4 5 5 5 6 6 6 6 6 6 6 6 7
(493,64) 6 7 0
(493,64) 0 7 6
(495,66) 6 6 7 6 7 6 6 7 6 6 5 5 5 4 4 3 4 3 4 4
(497,127) 6 6 6 6 6 6 7 6 6 6 6 6 7 6 6 7 7 6 6 7 7 7 6 7 0 7 7 7 0 7 7 0 0 7 7 0 0
(497,302) 6 6 6 6 6 6 6 6 6 6 6 5 6 5 6 6 5 5 6 5 5 5 5 5 4 5 5 4 5 4
(504,58) 7 6
(504,58) 5
(505,57) 7 0
(513,219) 4 3 3 4 3 4 3 4 4 4 3 4 5 7 6 6 7 7 6 6 7 6 6 6 7 6 6 6 6 7 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
(513,219) 0 7 7 0 0 7 0 7 0 0 7 0 7 0 7 0 0 7 0 0 7 0 0 7 0 0 7 0 0 0 7 0 0 0 7 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 1 0 0 0 0 1 0 0 1 1 0 0
(524,287) 6 5 5 6 5 5 5 5 5 5 5 5 5 5 4 5 5 5 4 5 5 6
(528,148) 6 6 6 6 7 6 6 6 7 6 6 6 7 6 7 6 7 7 6 7 7 7 7 7 0 7 7 7 0 7 7 6
(542,109) 6 6 5 6 6 6 7 6 6 6 5 6 6 6 6 5 6 5 6 6 5 6 6 5 6 6 5 6 6
(544,268) 6 6 5 6 5 6 5 5 6 5 5 6 5 5 5 5 5 6 5 5 5 5 5 5 5 5 4 5 5 4 5 4 5 4 5 4 5 4 5 4 4 4 5 4 4 4 5 4 4 4 4 4 4 4 4 4 3
(556,150) 4 5 5 5 6 5 5 5 5 6 5 5 5 5 5 4 5 5 5 5 4 5 4 5 4 5 4 4 5 4 4 5 4 4 4 4 4 4 4 4 4 4 4 3 4
(556,150) 0 0 0 0 0 7 0 0 0 0 7 0 0 0 0 0
(558,166) 7 0 0 0 0 0 7 0 7 0 0 7 0 7 0 0 0 7 0 0 7 7 0
(561,212) 5 6 6 6 6 6 6 7
(561,212) 0 0 0 0 0 0
(561,218) 6 5 6 6 5 6 5 6
(566,189) 6 6 6 6 6 7 0 7 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
(566,189) 0 0 0 0 7 0 0 7 0 0 0 0 7 0 0 7 0 7
(569,212) 5 4 5 4 4
(569,212) 0 0 0
(569,215) 6 6 6 6 6 6 6 7 7 0
(571,87) 6 7 0 7 0 0 0 0 0 1 0 0 1 0 0 1 0
(571,103) 6 6 6 6 6 7 0 7 0
